"time_ms,beat,piezo1,piezo2,piezo3,piezo4"
"1229,1,2"
"1235,0,0"
"1242,0,0"
"1248,0,1"
"1254,0,1"
"1262,0,1"
"1272,0,1"
"1283,0,1"
"1293,0,1"
"1304,0,1"
"1314,0,1"
"1325,0,1"
"1335,0,1"
"1345,0,1"
"1355,0,1"
"1367,0,1"
"1377,0,1"
"1387,0,1"
"1397,0,1"
"1408,0,1"
"1418,0,1"
"1428,0,1"
"1439,0,1"
"1449,0,1"
"1460,0,1"
"1470,0,1"
"1480,0,1"
"1490,0,1"
"1502,0,1"
"1512,0,1"
"1522,1,1"
"1532,1,1"
"1543,1,0"
"1553,1,4"
"1564,1,1"
"1574,1,1"
"1585,1,1"
"1595,1,1"
"1605,1,1"
"1615,1,0"
"1626,1,1"
"1637,1,1"
"1647,0,1"
"1657,0,1"
"1668,0,1"
"1678,0,1"
"1688,0,1"
"1699,0,1"
"1710,0,1"
"1720,0,1"
"1730,0,1"
"1740,0,1"
"1751,0,1"
"1761,0,1"
"1772,0,1"
"1782,0,1"
"1793,0,1"
"1803,0,1"
"1813,0,1"
"1823,0,0"
"1835,0,1"
"1845,0,1"
"1855,0,1"
"1865,0,1"
"1875,0,1"
"1886,0,1"
"1897,0,1"
"1907,0,1"
"1917,0,1"
"1928,0,1"
"1938,0,1"
"1948,0,1"
"1958,0,1"
"1970,0,1"
"1980,0,1"
"1990,0,1"
"2000,0,1"
"2011,0,1"
"2021,0,1"
"2032,0,1"
"2042,0,1"
"2053,0,1"
"2063,0,1"
"2073,0,1"
"2083,0,1"
"2094,0,1"
"2105,0,1"
"2115,0,1"
"2125,0,1"
"2136,0,1"
"2146,0,1"
"2156,0,1"
"2167,0,1"
"2178,0,1"
"2188,0,1"
"2198,0,1"
"2208,0,1"
"2219,0,1"
"2230,0,1"
"2240,0,1"
"2250,0,1"
"2260,0,1"
"2271,0,1"
"2281,0,1"
"2291,0,1"
"2302,0,1"
"2313,0,1"
"2323,0,1"
"2333,0,1"
"2343,0,1"
"2354,0,1"
"2365,0,1"
"2375,0,1"
"2385,0,1"
"2396,0,1"
"2406,0,1"
"2416,0,1"
"2426,0,1"
"2438,0,1"
"2448,0,1"
"2458,0,1"
"2468,0,1"
"2479,0,1"
"2489,0,1"
"2500,0,1"
"2510,0,1"
"2521,0,1"
"2531,0,1"
"2541,0,1"
"2551,0,1"
"2563,0,1"
"2573,0,1"
"2583,0,1"
"2593,0,1"
"2604,0,1"
"2614,0,1"
"2624,0,1"
"2635,0,1"
"2646,1,1"
"2656,1,1"
"2666,1,4"
"2676,1,2"
"2686,1,2"
"2698,1,1"
"2708,1,1"
"2718,1,0"
"2728,1,-1"
"2740,1,1"
"2750,1,1"
"2760,1,2"
"2771,0,1"
"2782,0,1"
"2792,0,1"
"2802,0,1"
"2812,0,1"
"2823,0,1"
"2834,0,1"
"2844,0,1"
"2854,0,1"
"2865,0,1"
"2875,0,1"
"2885,0,1"
"2896,0,1"
"2907,0,1"
"2917,0,1"
"2927,0,1"
"2937,0,1"
"2948,0,1"
"2958,0,1"
"2969,0,1"
"2979,0,1"
"2990,0,1"
"3000,0,1"
"3010,0,1"
"3020,0,1"
"3032,0,1"
"3042,0,1"
"3052,0,1"
"3062,0,1"
"3073,0,1"
"3083,0,1"
"3093,0,0"
"3104,0,1"
"3115,0,1"
"3125,0,1"
"3135,0,1"
"3145,0,1"
"3155,0,1"
"3167,0,1"
"3177,0,1"
"3187,0,1"
"3197,0,1"
"3208,0,1"
"3218,0,1"
"3229,0,1"
"3239,0,1"
"3250,0,1"
"3260,0,1"
"3270,0,1"
"3280,0,1"
"3291,0,1"
"3302,0,1"
"3312,0,1"
"3322,0,1"
"3333,0,1"
"3343,0,1"
"3353,0,1"
"3364,0,1"
"3375,0,1"
"3385,0,1"
"3395,0,1"
"3405,0,1"
"3416,0,1"
"3426,0,1"
"3437,0,1"
"3447,0,1"
"3458,0,1"
"3468,0,1"
"3478,0,1"
"3488,0,1"
"3500,0,1"
"3510,0,1"
"3520,0,1"
"3530,0,1"
"3540,0,1"
"3551,0,1"
"3562,0,1"
"3572,0,1"
"3582,0,1"
"3593,0,1"
"3603,0,1"
"3613,0,1"
"3623,0,1"
"3635,0,1"
"3645,0,1"
"3655,0,1"
"3665,0,1"
"3676,0,1"
"3686,0,1"
"3697,0,1"
"3707,0,1"
"3718,0,1"
"3728,0,1"
"3738,0,1"
"3748,0,1"
"3759,1,1"
"3770,1,1"
"3780,1,1"
"3790,1,10"
"3802,1,1"
"3812,1,2"
"3822,1,4"
"3833,1,1"
"3844,1,0"
"3854,1,7"
"3864,1,1"
"3874,1,1"
"3885,1,8"
"3896,0,1"
"3906,0,1"
"3916,0,1"
"3927,0,1"
"3937,0,1"
"3947,0,1"
"3957,0,1"
"3969,0,1"
"3979,0,1"
"3989,0,1"
"3999,0,1"
"4009,0,1"
"4020,0,1"
"4031,0,1"
"4041,0,1"
"4051,0,0"
"4062,0,1"
"4072,0,1"
"4082,0,1"
"4093,0,1"
"4104,0,1"
"4114,0,1"
"4124,0,1"
"4134,0,1"
"4145,0,1"
"4155,0,1"
"4166,0,1"
"4176,0,1"
"4187,0,1"
"4197,0,1"
"4207,0,1"
"4217,0,1"
"4229,0,1"
"4239,0,1"
"4249,0,1"
"4259,0,1"
"4270,0,1"
